,album_name,track_title,track_n,lyric,line
4532,1989 (Deluxe),I Know Places,12,"They are the hunters, we are the foxes, and we run",23
4533,1989 (Deluxe),I Know Places,12,"Baby, I know places we won't be found",24
4534,1989 (Deluxe),I Know Places,12,And they'll be chasing their tails trying to track us down,25
4535,1989 (Deluxe),I Know Places,12,"'Cause I, I know places we can hide",26
4536,1989 (Deluxe),I Know Places,12,I know places,27
4537,1989 (Deluxe),I Know Places,12,"They are the hunters, we are the foxes, and we run",28
4538,1989 (Deluxe),I Know Places,12,"Just grab my hand and don't ever drop it, my love",29
4539,1989 (Deluxe),I Know Places,12,"Baby, I know places we won't be found",30
4540,1989 (Deluxe),I Know Places,12,And they'll be chasing their tails trying to track us down,31
4541,1989 (Deluxe),I Know Places,12,"'Cause I, I know places we can hide",32
4542,1989 (Deluxe),I Know Places,12,I know places,33
4543,1989 (Deluxe),I Know Places,12,"They take their shots, but we're bulletproof (I know places)",34
4544,1989 (Deluxe),I Know Places,12,"And you know for me, it's always you (I know places)",35
4545,1989 (Deluxe),I Know Places,12,"In the dead of night, your eyes so green (I know places)",36
4546,1989 (Deluxe),I Know Places,12,"And I know for you, it's always me (I know places)",37
4547,1989 (Deluxe),I Know Places,12,"I, I, I, I, I, I, I, I-I",38
4548,1989 (Deluxe),I Know Places,12,"I, I, I, I, I, I, I, I-I",39
4549,1989 (Deluxe),Clean,13,"The drought was the very worst (Oh-oh, oh-oh)",1
4550,1989 (Deluxe),Clean,13,When the flowers that we'd grown together died of thirst,2
4551,1989 (Deluxe),Clean,13,"It was months and months of back and forth (Oh-oh, oh-oh)",3
4552,1989 (Deluxe),Clean,13,You're still all over me,4
4553,1989 (Deluxe),Clean,13,Like a wine-stained dress I can't wear anymore,5
4554,1989 (Deluxe),Clean,13,Hung my head as I lost the war,6
4555,1989 (Deluxe),Clean,13,And the sky turned black like a perfect storm,7
4556,1989 (Deluxe),Clean,13,Rain came pouring down,8
4557,1989 (Deluxe),Clean,13,"When I was drowning, that's when I could finally breathe",9
4558,1989 (Deluxe),Clean,13,And by morning,10
4559,1989 (Deluxe),Clean,13,"Gone was any trace of you, I think I am finally clean",11
4560,1989 (Deluxe),Clean,13,"(Oh, oh, oh, oh)",12
4561,1989 (Deluxe),Clean,13,"There was nothing left to do (Oh-oh, oh-oh)",13
4562,1989 (Deluxe),Clean,13,When the butterflies turned to,14
4563,1989 (Deluxe),Clean,13,Dust that covered my whole room,15
4564,1989 (Deluxe),Clean,13,"So I punched a hole in the roof (Oh-oh, oh-oh)",16
4565,1989 (Deluxe),Clean,13,Let the flood carry away all my pictures of you,17
4566,1989 (Deluxe),Clean,13,"The water filled my lungs, I screamed so loud",18
4567,1989 (Deluxe),Clean,13,But no one heard a thing,19
4568,1989 (Deluxe),Clean,13,Rain came pouring down,20
4569,1989 (Deluxe),Clean,13,"When I was drowning, that's when I could finally breathe",21
4570,1989 (Deluxe),Clean,13,And by morning,22
4571,1989 (Deluxe),Clean,13,"Gone was any trace of you, I think I am finally clean",23
4572,1989 (Deluxe),Clean,13,"(Oh, oh, oh, oh)",24
4573,1989 (Deluxe),Clean,13,I think I am finally clean,25
4574,1989 (Deluxe),Clean,13,"(Oh, oh)",26
4575,1989 (Deluxe),Clean,13,"Oh, oh, oh, oh, oh-oh",27
4576,1989 (Deluxe),Clean,13,"Said, I think I am finally clean",28
4577,1989 (Deluxe),Clean,13,"(Oh, oh)",29
4578,1989 (Deluxe),Clean,13,"Oh, oh, oh, oh, oh-oh",30
4579,1989 (Deluxe),Clean,13,"Ten months sober, I must admit",31
4580,1989 (Deluxe),Clean,13,"Just because you're clean, don't mean you don't miss it",32
4581,1989 (Deluxe),Clean,13,"Ten months older, I won't give in",33
4582,1989 (Deluxe),Clean,13,"Now that I'm clean, I'm never gonna risk it",34
4583,1989 (Deluxe),Clean,13,"The drought was the very worst (Oh-oh, oh-oh)",35
4584,1989 (Deluxe),Clean,13,When the flowers that we'd grown together died of thirst,36
4585,1989 (Deluxe),Clean,13,(Oh),37
4586,1989 (Deluxe),Clean,13,The rain came pouring down,38
4587,1989 (Deluxe),Clean,13,"When I was drowning, that's when I could finally breathe",39
4588,1989 (Deluxe),Clean,13,And by morning,40
4589,1989 (Deluxe),Clean,13,"Gone was any trace of you, I think I am finally clean",41
4590,1989 (Deluxe),Clean,13,Rain came pouring down,42
4591,1989 (Deluxe),Clean,13,"When I was drowning, that's when I could finally breathe",43
4592,1989 (Deluxe),Clean,13,And by morning,44
4593,1989 (Deluxe),Clean,13,"Gone was any trace of you, I think I am finally clean",45
4594,1989 (Deluxe),Clean,13,"(Oh, oh)",46
4595,1989 (Deluxe),Clean,13,Finally clean,47
4596,1989 (Deluxe),Clean,13,Think I'm finally clean,48
4597,1989 (Deluxe),Clean,13,"(Oh, oh)",49
4598,1989 (Deluxe),Clean,13,"Oh-oh, oh-oh",50
4599,1989 (Deluxe),Clean,13,"(Oh, oh, oh)",51
4600,1989 (Deluxe),Clean,13,Think I'm finally clean,52
4601,1989 (Deluxe),Wonderland,14,Flashing lights and we,1
4602,1989 (Deluxe),Wonderland,14,Took a wrong turn and we,2
4603,1989 (Deluxe),Wonderland,14,Fell down a rabbit hole,3
4604,1989 (Deluxe),Wonderland,14,You held on tight to me,4
4605,1989 (Deluxe),Wonderland,14,'Cause nothing's as it seems,5
4606,1989 (Deluxe),Wonderland,14,And spinning out of control,6
4607,1989 (Deluxe),Wonderland,14,Didn't they tell us don't rush into things?,7
4608,1989 (Deluxe),Wonderland,14,Didn't you flash your green eyes at me?,8
4609,1989 (Deluxe),Wonderland,14,Haven't you heard what becomes of curious minds?,9
4610,1989 (Deluxe),Wonderland,14,"Ooh, didn't it all seem new and exciting?",10
4611,1989 (Deluxe),Wonderland,14,I felt your arms twistin' around me,11
4612,1989 (Deluxe),Wonderland,14,I should have slept with one eye open at night,12
4613,1989 (Deluxe),Wonderland,14,We found Wonderland,13
4614,1989 (Deluxe),Wonderland,14,You and I got lost in it,14
4615,1989 (Deluxe),Wonderland,14,"And we pretended it could last forever (Eh, eh)",15
4616,1989 (Deluxe),Wonderland,14,We found Wonderland,16
4617,1989 (Deluxe),Wonderland,14,You and I got lost in it,17
4618,1989 (Deluxe),Wonderland,14,"And life was never worse but never better (Eh, eh)",18
4619,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",19
4620,1989 (Deluxe),Wonderland,14,In Wonderland,20
4621,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",21
4622,1989 (Deluxe),Wonderland,14,In Wonderland,22
4623,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",23
4624,1989 (Deluxe),Wonderland,14,In Wonderland,24
4625,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",25
4626,1989 (Deluxe),Wonderland,14,In Wonderland,26
4627,1989 (Deluxe),Wonderland,14,So we went on our way,27
4628,1989 (Deluxe),Wonderland,14,Too in love to think straight,28
4629,1989 (Deluxe),Wonderland,14,"All alone, or so it seemed",29
4630,1989 (Deluxe),Wonderland,14,But there were strangers watching,30
4631,1989 (Deluxe),Wonderland,14,And whispers turned to talking,31
4632,1989 (Deluxe),Wonderland,14,"And talking turned to screams, oh",32
4633,1989 (Deluxe),Wonderland,14,Didn't they tell us don't rush into things?,33
4634,1989 (Deluxe),Wonderland,14,Didn't you flash your green eyes at me?,34
4635,1989 (Deluxe),Wonderland,14,Didn't you calm my fears with a Cheshire cat smile?,35
4636,1989 (Deluxe),Wonderland,14,"Ooh, didn't it all seem new and exciting?",36
4637,1989 (Deluxe),Wonderland,14,I felt your arms twistin' around me,37
4638,1989 (Deluxe),Wonderland,14,It's all fun and games 'til somebody loses their mind,38
4639,1989 (Deluxe),Wonderland,14,But darlin',39
4640,1989 (Deluxe),Wonderland,14,We found Wonderland,40
4641,1989 (Deluxe),Wonderland,14,You and I got lost in it,41
4642,1989 (Deluxe),Wonderland,14,"And we pretended it could last forever (Eh, eh)",42
4643,1989 (Deluxe),Wonderland,14,We found Wonderland,43
4644,1989 (Deluxe),Wonderland,14,You and I got lost in it,44
4645,1989 (Deluxe),Wonderland,14,"And life was never worse but never better (Eh, eh)",45
4646,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",46
4647,1989 (Deluxe),Wonderland,14,In Wonderland,47
4648,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",48
4649,1989 (Deluxe),Wonderland,14,In Wonderland,49
4650,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",50
4651,1989 (Deluxe),Wonderland,14,In Wonderland,51
4652,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",52
4653,1989 (Deluxe),Wonderland,14,"Whoa, in Wonderland",53
4654,1989 (Deluxe),Wonderland,14,"I reached for you, but you were gone",54
4655,1989 (Deluxe),Wonderland,14,I knew I had to go back home,55
4656,1989 (Deluxe),Wonderland,14,You searched the world for something else,56
4657,1989 (Deluxe),Wonderland,14,To make you feel like what we had,57
4658,1989 (Deluxe),Wonderland,14,"And in the end, in Wonderland",58
4659,1989 (Deluxe),Wonderland,14,We both went mad,59
4660,1989 (Deluxe),Wonderland,14,Oh,60
4661,1989 (Deluxe),Wonderland,14,We found Wonderland,61
4662,1989 (Deluxe),Wonderland,14,You and I got lost in it,62
4663,1989 (Deluxe),Wonderland,14,And we pretended it could last forever,63
4664,1989 (Deluxe),Wonderland,14,"Last forever (Eh, eh)",64
4665,1989 (Deluxe),Wonderland,14,We found Wonderland,65
4666,1989 (Deluxe),Wonderland,14,You and I got lost in it (Got lost in it),66
4667,1989 (Deluxe),Wonderland,14,And life was never worse but never better,67
4668,1989 (Deluxe),Wonderland,14,"Never better (Eh, eh)",68
4669,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",69
4670,1989 (Deluxe),Wonderland,14,We found Wonderland,70
4671,1989 (Deluxe),Wonderland,14,You and I got lost in it,71
4672,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",72
4673,1989 (Deluxe),Wonderland,14,And we pretended it could last forever (In Wonderland),73
4674,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",74
4675,1989 (Deluxe),Wonderland,14,We found Wonderland,75
4676,1989 (Deluxe),Wonderland,14,You and I got lost in it,76
4677,1989 (Deluxe),Wonderland,14,"(Eh, eh, eh, eh, eh)",77
4678,1989 (Deluxe),Wonderland,14,And life was never worse but never better,78
4679,1989 (Deluxe),Wonderland,14,In Wonderland,79
4680,1989 (Deluxe),You Are in Love,15,"One look, dark room",1
4681,1989 (Deluxe),You Are in Love,15,Meant just for you,2
4682,1989 (Deluxe),You Are in Love,15,"Time moved too fast, you play it back",3
4683,1989 (Deluxe),You Are in Love,15,"Buttons on a coat, lighthearted joke",4
4684,1989 (Deluxe),You Are in Love,15,"No proof, not much, but you saw enough",5
4685,1989 (Deluxe),You Are in Love,15,"Small talk, he drives",6
4686,1989 (Deluxe),You Are in Love,15,Coffee at midnight,7
4687,1989 (Deluxe),You Are in Love,15,The light reflects the chain on your neck,8
4688,1989 (Deluxe),You Are in Love,15,"He says, ""Look up""",9
4689,1989 (Deluxe),You Are in Love,15,And your shoulders brush,10
4690,1989 (Deluxe),You Are in Love,15,"No proof, one touch, but you felt enough",11
4691,1989 (Deluxe),You Are in Love,15,"You can hear it in the silence (Silence), silence (Silence), you",12
4692,1989 (Deluxe),You Are in Love,15,"You can feel it on the way home (Way home), way home (Way home), you",13
4693,1989 (Deluxe),You Are in Love,15,"You can see it with the lights out (Lights out), lights out (Lights out)",14
4694,1989 (Deluxe),You Are in Love,15,"You are in love, true love",15
4695,1989 (Deluxe),You Are in Love,15,You are in love,16
4696,1989 (Deluxe),You Are in Love,15,"Morning, his place",17
4697,1989 (Deluxe),You Are in Love,15,"Burnt toast, Sunday",18
4698,1989 (Deluxe),You Are in Love,15,"You keep his shirt, he keeps his word",19
4699,1989 (Deluxe),You Are in Love,15,"And for once, you let go",20
4700,1989 (Deluxe),You Are in Love,15,Of your fears and your ghosts,21
4701,1989 (Deluxe),You Are in Love,15,"One step, not much, but it said enough",22
4702,1989 (Deluxe),You Are in Love,15,You kiss on sidewalks,23
4703,1989 (Deluxe),You Are in Love,15,You fight and you talk,24
4704,1989 (Deluxe),You Are in Love,15,"One night, he wakes",25
4705,1989 (Deluxe),You Are in Love,15,Strange look on his face,26
4706,1989 (Deluxe),You Are in Love,15,"Pauses, then says ""You're my best friend""",27
4707,1989 (Deluxe),You Are in Love,15,"And you knew what it was, he is in love",28
4708,1989 (Deluxe),You Are in Love,15,"You can hear it in the silence (Silence), silence (Silence), you",29
4709,1989 (Deluxe),You Are in Love,15,"You can feel it on the way home (Way home), way home (Way home), you",30
4710,1989 (Deluxe),You Are in Love,15,"You can see it with the lights out (Lights out), lights out (Lights out)",31
4711,1989 (Deluxe),You Are in Love,15,"You are in love, true love",32
4712,1989 (Deluxe),You Are in Love,15,And so it goes,33
4713,1989 (Deluxe),You Are in Love,15,"You two are dancing in a snow globe, 'round and 'round",34
4714,1989 (Deluxe),You Are in Love,15,And he keeps a picture of you in his office downtown,35
4715,1989 (Deluxe),You Are in Love,15,And you understand now,36
4716,1989 (Deluxe),You Are in Love,15,Why they lost their minds and fought the wars,37
4717,1989 (Deluxe),You Are in Love,15,And why I've spent my whole life trying to put it into words,38
4718,1989 (Deluxe),You Are in Love,15,'Cause you can hear it in the silence,39
4719,1989 (Deluxe),You Are in Love,15,You can feel it on the way home,40
4720,1989 (Deluxe),You Are in Love,15,You can see it with the lights out,41
4721,1989 (Deluxe),You Are in Love,15,"You are in love, true love",42
4722,1989 (Deluxe),You Are in Love,15,You are in love,43
4723,1989 (Deluxe),You Are in Love,15,"You can hear it in the silence (Silence), silence (Silence), you",44
4724,1989 (Deluxe),You Are in Love,15,"You can feel it on the way home (Way home), way home (Way home), you",45
4725,1989 (Deluxe),You Are in Love,15,"You can see it with the lights out (Lights out), lights out (Lights out)",46
4726,1989 (Deluxe),You Are in Love,15,"You are in love, true love",47
4727,1989 (Deluxe),You Are in Love,15,You are in love,48
4728,1989 (Deluxe),You Are in Love,15,"You can hear it in the silence (Silence), silence (Silence), you",49
4729,1989 (Deluxe),You Are in Love,15,"You can feel it on the way home (Way home), way home (Way home), you",50
4730,1989 (Deluxe),You Are in Love,15,"You can see it with the lights out (Lights out), lights out (Lights out)",51
4731,1989 (Deluxe),You Are in Love,15,"You are in love, true love",52
4732,1989 (Deluxe),You Are in Love,15,You are in love,53
4733,1989 (Deluxe),New Romantics,16,"We're all bored, we're all so tired of everything",1
4734,1989 (Deluxe),New Romantics,16,We wait for trains that just aren't coming,2
4735,1989 (Deluxe),New Romantics,16,We show off our different scarlet letters,3
4736,1989 (Deluxe),New Romantics,16,"Trust me, mine is better",4
4737,1989 (Deluxe),New Romantics,16,"We're so young, but we're on the road to ruin",5
4738,1989 (Deluxe),New Romantics,16,"We play dumb, but we know exactly what we're doing",6
4739,1989 (Deluxe),New Romantics,16,We cry tears of mascara in the bathroom,7
4740,1989 (Deluxe),New Romantics,16,"Honey, life is just a classroom",8
4741,1989 (Deluxe),New Romantics,16,"(Ah, ah, ah, ah, ah, ah)",9
4742,1989 (Deluxe),New Romantics,16,"'Cause baby, I could build a castle",10
4743,1989 (Deluxe),New Romantics,16,Out of all the bricks they threw at me,11
4744,1989 (Deluxe),New Romantics,16,And every day is like a battle,12
4745,1989 (Deluxe),New Romantics,16,But every night with us is like a dream,13
4746,1989 (Deluxe),New Romantics,16,"Baby, we're the new romantics",14
4747,1989 (Deluxe),New Romantics,16,"Come on, come along with me",15
4748,1989 (Deluxe),New Romantics,16,Heartbreak is the national anthem,16
4749,1989 (Deluxe),New Romantics,16,We sing it proudly,17
4750,1989 (Deluxe),New Romantics,16,We are too busy dancing to get knocked off our feet,18
4751,1989 (Deluxe),New Romantics,16,"Baby, we're the new romantics",19
4752,1989 (Deluxe),New Romantics,16,The best people in life are free,20
4753,1989 (Deluxe),New Romantics,16,"We're all here, the lights and noise are blinding",21
4754,1989 (Deluxe),New Romantics,16,"We hang back, it's all in the timing",22
4755,1989 (Deluxe),New Romantics,16,It's poker,23
4756,1989 (Deluxe),New Romantics,16,He can't see it in my face,24
4757,1989 (Deluxe),New Romantics,16,But I'm about to play my Ace (Ahh),25
4758,1989 (Deluxe),New Romantics,16,"We need love, but all we want is danger",26
4759,1989 (Deluxe),New Romantics,16,"We team up, then switch sides like a record changer",27
4760,1989 (Deluxe),New Romantics,16,The rumors are terrible and cruel,28
4761,1989 (Deluxe),New Romantics,16,"But honey, most of them are true",29
4762,1989 (Deluxe),New Romantics,16,"(Ah, ah, ah, ah, ah, ah)",30
4763,1989 (Deluxe),New Romantics,16,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,31
4764,1989 (Deluxe),New Romantics,16,"'Cause baby, I could build a castle",32
4765,1989 (Deluxe),New Romantics,16,Out of all the bricks they threw at me,33
4766,1989 (Deluxe),New Romantics,16,And every day is like a battle,34
4767,1989 (Deluxe),New Romantics,16,But every night with us is like a dream,35
4768,1989 (Deluxe),New Romantics,16,"Baby, we're the new romantics",36
4769,1989 (Deluxe),New Romantics,16,"Come on, come along with me",37
4770,1989 (Deluxe),New Romantics,16,Heartbreak is the national anthem,38
4771,1989 (Deluxe),New Romantics,16,We sing it proudly,39
4772,1989 (Deluxe),New Romantics,16,We are too busy dancing (Yeah) to get knocked off our feet,40
4773,1989 (Deluxe),New Romantics,16,"Baby, we're the new romantics",41
4774,1989 (Deluxe),New Romantics,16,The best people in life are free,42
4775,1989 (Deluxe),New Romantics,16,"(Oh, oh, oh-oh, oh)",43
4776,1989 (Deluxe),New Romantics,16,Oh-oh,44
4777,1989 (Deluxe),New Romantics,16,"(Oh, oh, oh-oh, oh)",45
4778,1989 (Deluxe),New Romantics,16,"So, come on, come along with me",46
4779,1989 (Deluxe),New Romantics,16,"(Oh, oh, oh-oh, oh)",47
4780,1989 (Deluxe),New Romantics,16,The best people in life are free,48
4781,1989 (Deluxe),New Romantics,16,"(Oh, oh, oh-oh, oh)",49
4782,1989 (Deluxe),New Romantics,16,Please take my hand and,50
4783,1989 (Deluxe),New Romantics,16,"Please take me dancing, and",51
4784,1989 (Deluxe),New Romantics,16,Please leave me stranded,52
4785,1989 (Deluxe),New Romantics,16,It's so romantic (it's so romantic),53
4786,1989 (Deluxe),New Romantics,16,"(Ah, ah, ah, ah, ah, ah)",54
4787,1989 (Deluxe),New Romantics,16,"Oh, 'cause baby, I could build a castle",55
4788,1989 (Deluxe),New Romantics,16,Out of all the bricks they threw at me,56
4789,1989 (Deluxe),New Romantics,16,"And every day is like a battle, oh-oh",57
4790,1989 (Deluxe),New Romantics,16,But every night with us is like a dream,58
4791,1989 (Deluxe),New Romantics,16,"'Cause baby, I could build a castle (castle)",59
4792,1989 (Deluxe),New Romantics,16,Out of all the bricks they threw at me,60
4793,1989 (Deluxe),New Romantics,16,And every day is like a battle,61
4794,1989 (Deluxe),New Romantics,16,But every night with us is like a dream,62
4795,1989 (Deluxe),New Romantics,16,"Baby, we're the new romantics",63
4796,1989 (Deluxe),New Romantics,16,"Come on, come along with me",64
4797,1989 (Deluxe),New Romantics,16,Heartbreak is the national anthem,65
4798,1989 (Deluxe),New Romantics,16,We sing it proudly,66
4799,1989 (Deluxe),New Romantics,16,We are too busy dancing to get knocked off our feet,67
4800,1989 (Deluxe),New Romantics,16,"Baby, we're the new romantics",68
4801,1989 (Deluxe),New Romantics,16,The best people in life are free,69
4802,reputation,...Ready for It?,1,Knew he was a killer first time that I saw him,1
4803,reputation,...Ready for It?,1,Wondered how many girls he had loved and left haunted,2
4804,reputation,...Ready for It?,1,"But if he's a ghost, then I can be a phantom",3
4805,reputation,...Ready for It?,1,"Holdin' him for ransom, some",4
4806,reputation,...Ready for It?,1,"Some boys are tryin' too hard, he don't try at all though",5
4807,reputation,...Ready for It?,1,"Younger than my exes, but he act like such a man, so",6
4808,reputation,...Ready for It?,1,"I see nothing better, I keep him forever",7
4809,reputation,...Ready for It?,1,Like a vendetta-ta,8
4810,reputation,...Ready for It?,1,"I, I, I see how this is gon' go",9
4811,reputation,...Ready for It?,1,Touch me and you'll never be alone,10
4812,reputation,...Ready for It?,1,I-Island breeze and lights down low,11
4813,reputation,...Ready for It?,1,No one has to know,12
4814,reputation,...Ready for It?,1,"In the middle of the night, in my dreams",13
4815,reputation,...Ready for It?,1,"You should see the things we do, baby",14
4816,reputation,...Ready for It?,1,"In the middle of the night, in my dreams",15
4817,reputation,...Ready for It?,1,"I know I'm gonna be with you, so I take my time",16
4818,reputation,...Ready for It?,1,Are you ready for it?,17
4819,reputation,...Ready for It?,1,Knew I was a robber first time that he saw me,18
4820,reputation,...Ready for It?,1,Stealing hearts and running off and never sayin' sorry,19
4821,reputation,...Ready for It?,1,"But if I'm a thief, then he can join the heist, and",20
4822,reputation,...Ready for It?,1,"We'll move to an island, and",21
4823,reputation,...Ready for It?,1,"And he can be my jailer, Burton to this Taylor",22
4824,reputation,...Ready for It?,1,Every love I've known in comparison is a failure,23
4825,reputation,...Ready for It?,1,"I forget their names now, I'm so very tame now",24
4826,reputation,...Ready for It?,1,"Never be the same now, now",25
4827,reputation,...Ready for It?,1,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,26
4828,reputation,...Ready for It?,1,"I, I, I see how this is gon' go",27
4829,reputation,...Ready for It?,1,Touch me and you'll never be alone,28
4830,reputation,...Ready for It?,1,I-Island breeze and lights down low,29
4831,reputation,...Ready for It?,1,No one has to know (No one has to know),30
4832,reputation,...Ready for It?,1,"In the middle of the night, in my dreams",31
4833,reputation,...Ready for It?,1,"You should see the things we do, baby",32
4834,reputation,...Ready for It?,1,In the middle of the night in my dreams,33
4835,reputation,...Ready for It?,1,"I know I'm gonna be with you, so I take my time",34
4836,reputation,...Ready for It?,1,Are you ready for it?,35
4837,reputation,...Ready for It?,1,"Oh, are you ready for it?",36
4838,reputation,...Ready for It?,1,"Baby, let the games begin",37
4839,reputation,...Ready for It?,1,Let the games begin,38
4840,reputation,...Ready for It?,1,Let the games begin,39
4841,reputation,...Ready for It?,1,"Baby, let the games begin",40
4842,reputation,...Ready for It?,1,Let the games begin,41
4843,reputation,...Ready for It?,1,Let the games begin,42
4844,reputation,...Ready for It?,1,"I, I, I see how this is gon' go",43
4845,reputation,...Ready for It?,1,Touch me and you'll never be alone,44
4846,reputation,...Ready for It?,1,I-Island breeze and lights down low,45
4847,reputation,...Ready for It?,1,No one has to know,46
4848,reputation,...Ready for It?,1,"In the middle of the night (Night), in my dreams (My dreams)",47
4849,reputation,...Ready for It?,1,"You should see the things we do (We do), baby (Baby), hmm (Eh)",48
4850,reputation,...Ready for It?,1,"In the middle of the night, in my dreams (My dreams)",49
4851,reputation,...Ready for It?,1,I know I'm gonna be with you (I know I'm gonna be with you),50
4852,reputation,...Ready for It?,1,So I take my time,51
4853,reputation,...Ready for It?,1,In the middle of the night,52
4854,reputation,...Ready for It?,1,"Baby, let the games begin",53
4855,reputation,...Ready for It?,1,Let the games begin,54
4856,reputation,...Ready for It?,1,Let the games begin,55
4857,reputation,...Ready for It?,1,Are you ready for it?,56
4858,reputation,...Ready for It?,1,"Baby, let the games begin",57
4859,reputation,...Ready for It?,1,Let the games begin,58
4860,reputation,...Ready for It?,1,Let the games begin,59
4861,reputation,...Ready for It?,1,Are you ready for it?,60
4862,reputation,End Game,2,I wanna be your end game,1
4863,reputation,End Game,2,I wanna be your first string,2
4864,reputation,End Game,2,"I wanna be your A-Team (Whoa, whoa, whoa)",3
4865,reputation,End Game,2,"I wanna be your end game, end game",4
4866,reputation,End Game,2,"Big reputation, big reputation",5
4867,reputation,End Game,2,"Ooh, you and me, we got big reputations, ah",6
4868,reputation,End Game,2,"And you heard about me, ooh",7
4869,reputation,End Game,2,I got some big enemies (Yeah),8
4870,reputation,End Game,2,"Big reputation, big reputation",9
4871,reputation,End Game,2,"Ooh, you and me would be a big conversation, ah (Git, git)",10
4872,reputation,End Game,2,"And I heard about you, ooh (Yeah)",11
4873,reputation,End Game,2,"You like the bad ones, too",12
4874,reputation,End Game,2,"You so dope, don't overdose, I’m so stoked, I need a toast",13
4875,reputation,End Game,2,"We do the most, I'm in the Ghost like I'm whippin’ a boat",14
4876,reputation,End Game,2,"I got a reputation, girl that don't precede me (Yeah)",15
4877,reputation,End Game,2,I'm one call away whenever you need me (Yeah),16
4878,reputation,End Game,2,"I'm in a G5 (Yeah), come to the A-Side (Yeah)",17
4879,reputation,End Game,2,"I got a bad boy persona, that's what they like (What they like)",18
4880,reputation,End Game,2,"You love it, I love it too 'cause you my type (You my type)",19
4881,reputation,End Game,2,You hold me down and I protect you with my life,20
4882,reputation,End Game,2,"I don't wanna touch you, I don't wanna be",21
4883,reputation,End Game,2,Just another ex-love you don’t wanna see,22
4884,reputation,End Game,2,I don’t wanna miss you (I don't wanna miss you),23
4885,reputation,End Game,2,Like the other girls do,24
4886,reputation,End Game,2,"I don’t wanna hurt you, I just wanna be",25
4887,reputation,End Game,2,Drinking on a beach with you all over me,26
4888,reputation,End Game,2,I know what they all say (I know what they all say),27
4889,reputation,End Game,2,But I ain't tryna play,28
4890,reputation,End Game,2,I wanna be your end game (End game),29
4891,reputation,End Game,2,I wanna be your first string (First string),30
4892,reputation,End Game,2,I wanna be your A-Team (A-Team),31
4893,reputation,End Game,2,"I wanna be your end game, end game",32
4894,reputation,End Game,2,"Knew her when I was young, reconnected when we were little bit older",33
4895,reputation,End Game,2,"Both sprung, I got issues and chips on both of my shoulders",34
4896,reputation,End Game,2,"Reputation precedes me, in rumors, I'm knee-deep",35
4897,reputation,End Game,2,"The truth is, it's easier to ignore it, believe me",36
4898,reputation,End Game,2,"Even when we’d argue, we'd not do it for long",37
4899,reputation,End Game,2,And you understand the good and bad end up in the song,38
4900,reputation,End Game,2,"For all your beautiful traits, and the way you do it with ease",39
4901,reputation,End Game,2,"For all my flaws, paranoia, and insecurities",40
4902,reputation,End Game,2,"I've made mistakes and made some choices, that's hard to deny",41
4903,reputation,End Game,2,"After the storm, something was born on the 4th of July",42
4904,reputation,End Game,2,"I've passed days without fun, this end game is the one",43
4905,reputation,End Game,2,"With four words on the tip of my tongue, I'll never say it",44
4906,reputation,End Game,2,"I don't wanna touch you, I don't wanna be",45
4907,reputation,End Game,2,Just another ex-love you don't wanna see,46
4908,reputation,End Game,2,I don't wanna miss you (I don't wanna miss you),47
4909,reputation,End Game,2,Like the other girls do,48
4910,reputation,End Game,2,"I don't wanna hurt you, I just wanna be",49
4911,reputation,End Game,2,Drinking on a beach with you all over me,50
4912,reputation,End Game,2,"I know what they all say, yeah",51
4913,reputation,End Game,2,But I ain't tryna play,52
4914,reputation,End Game,2,I wanna be your end game (End game),53
4915,reputation,End Game,2,I wanna be your first string (Wanna be your first string),54
4916,reputation,End Game,2,I wanna be your A-Team (A-Team),55
4917,reputation,End Game,2,"I wanna be your end game, end game",56
4918,reputation,End Game,2,"Big reputation, big reputation",57
4919,reputation,End Game,2,"Ooh, you and me, we got big reputations, ah",58
4920,reputation,End Game,2,"And you heard about me, ooh",59
4921,reputation,End Game,2,I got some big enemies,60
4922,reputation,End Game,2,"Hey, big reputation, big reputation",61
4923,reputation,End Game,2,"Ooh, you and me would be a big conversation, ah",62
4924,reputation,End Game,2,"And I heard about you, ooh",63
4925,reputation,End Game,2,"You like the bad ones, too",64
4926,reputation,End Game,2,"I hit you like bang, we tried to forget it, but we just couldn't",65
4927,reputation,End Game,2,"And I bury hatchets, but I keep maps of where I put 'em",66
4928,reputation,End Game,2,"Reputation precedes me, they told you I'm crazy",67
